"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"S5T9BFS7","journalArticle","2012","McDonald, Daniel; Price, Morgan N; Goodrich, Julia; Nawrocki, Eric P; DeSantis, Todd Z; Probst, Alexander; Andersen, Gary L; Knight, Rob; Hugenholtz, Philip","An improved Greengenes taxonomy with explicit ranks for ecological and evolutionary analyses of bacteria and archaea","The ISME Journal","","1751-7362","10.1038/ismej.2011.139","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3280142/","Reference phylogenies are crucial for providing a taxonomic framework for interpretation of marker gene and metagenomic surveys, which continue to reveal novel species at a remarkable rate. Greengenes is a dedicated full-length 16S rRNA gene database that provides users with a curated taxonomy based on de novo tree inference. We developed a ‘taxonomy to tree' approach for transferring group names from an existing taxonomy to a tree topology, and used it to apply the Greengenes, National Center for Biotechnology Information (NCBI) and cyanoDB (Cyanobacteria only) taxonomies to a de novo tree comprising 408 315 sequences. We also incorporated explicit rank information provided by the NCBI taxonomy to group names (by prefixing rank designations) for better user orientation and classification consistency. The resulting merged taxonomy improved the classification of 75% of the sequences by one or more ranks relative to the original NCBI taxonomy with the most pronounced improvements occurring in under-classified environmental sequences. We also assessed candidate phyla (divisions) currently defined by NCBI and present recommendations for consolidation of 34 redundantly named groups. All intermediate results from the pipeline, which includes tree inference, jackknifing and transfer of a donor taxonomy to a recipient tree (tax2tree) are available for download. The improved Greengenes taxonomy should provide important infrastructure for a wide range of megasequencing projects studying ecosystems on scales ranging from our own bodies (the Human Microbiome Project) to the entire planet (the Earth Microbiome Project). The implementation of the software can be obtained from http://sourceforge.net/projects/tax2tree/.","2012-03","2016-08-03 16:59:19","2016-08-03 16:59:19","2016-08-03 16:59:19","610-618","","3","6","","ISME J","","","","","","","","","","","","","PubMed Central","","PMID: 22134646 PMCID: PMC3280142","","C:\Users\Sparhawk\Zotero\storage\RHEPRX65\McDonald et al. - 2012 - An improved Greengenes taxonomy with explicit rank.pdf; ","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3280142/","G-2010-12-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KBSCDHIC","journalArticle","2012","Bik, Holly M.; Porazinska, Dorota L.; Creer, Simon; Caporaso, J. Gregory; Knight, Rob; Thomas, W. Kelley","Sequencing our way towards understanding global eukaryotic biodiversity","Trends in ecology & evolution","","0169-5347","10.1016/j.tree.2011.11.010","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3311718/","Microscopic eukaryotes are abundant, diverse, and fill critical ecological roles across every ecosystem on earth, yet there is a well-recognized gap in our understanding of their global biodiversity. Fundamental advances in DNA sequencing and bioinformatics now allow accurate en masse biodiversity assessments of microscopic eukaryotes from environmental samples. Despite a promising outlook, the field of eukaryotic marker gene surveys faces significant challenges: how to generate data that is most useful to the community, especially in the face of evolving sequencing technology and bioinformatics pipelines, and how to incorporate an expanding number of target genes.","2012-04","2016-08-03 17:00:17","2016-08-03 17:00:17","2016-08-03 17:00:17","233-243","","4","27","","Trends Ecol Evol","","","","","","","","","","","","","PubMed Central","","PMID: 22244672 PMCID: PMC3311718","","C:\Users\Sparhawk\Zotero\storage\N5D745I4\Bik et al. - 2012 - Sequencing our way towards understanding global eu.pdf; ","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3311718/","G-2010-12-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TEIZ65M2","journalArticle","2012","Kuczynski, Justin; Stombaugh, Jesse; Walters, William Anton; González, Antonio; Caporaso, J. Gregory; Knight, Rob","Using QIIME to Analyze 16S rRNA Gene Sequences from Microbial Communities","Current protocols in microbiology","","1934-8525","10.1002/9780471729259.mc01e05s27","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4477843/","QIIME (canonically pronounced “chime”) is a software application that performs microbial community analysis. It is an acronym for Quantitative Insights In to Microbial Ecology, and has been used to analyze and interpret nucleic acid sequence data from fungal, viral, bacterial, and archaeal communities. The following protocols describe how to install QIIME on a single computer and use it to analyze microbial 16S sequence data from nine distinct microbial communities.","2012-11","2016-08-03 17:04:52","2016-08-03 17:04:52","2016-08-03 17:04:52","Unit-1E.5.","","","0 1","","Curr Protoc Microbiol","","","","","","","","","","","","","PubMed Central","","PMID: 23184592 PMCID: PMC4477843","","C:\Users\Sparhawk\Zotero\storage\9QIFGKDX\Kuczynski et al. - 2012 - Using QIIME to Analyze 16S rRNA Gene Sequences fro.pdf; ","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4477843/","G-2010-12-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KMT9QTSP","journalArticle","2013","Hewitt, Krissi M.; Mannino, Frank L.; Gonzalez, Antonio; Chase, John H.; Caporaso, J. Gregory; Knight, Rob; Kelley, Scott T.","Bacterial Diversity in Two Neonatal Intensive Care Units (NICUs)","PLoS ONE","","1932-6203","10.1371/journal.pone.0054703","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3553055/","Infants in Neonatal Intensive Care Units (NICUs) are particularly susceptible to opportunistic infection. Infected infants have high mortality rates, and survivors often suffer life-long neurological disorders. The causes of many NICU infections go undiagnosed, and there is debate as to the importance of inanimate hospital environments (IHEs) in the spread of infections. We used culture-independent next-generation sequencing to survey bacterial diversity in two San Diego NICUs and to track the sources of microbes in these environments. Thirty IHE samples were collected from two Level-Three NICU facilities. We extracted DNA from these samples and amplified the bacterial small subunit (16S) ribosomal RNA gene sequence using ‘universal’ barcoded primers. The purified PCR products were pooled into a single reaction for pyrosequencing, and the data were analyzed using QIIME. On average, we detected 93+/−39 (mean +/− standard deviation) bacterial genera per sample in NICU IHEs. Many of the bacterial genera included known opportunistic pathogens, and many were skin-associated (e.g., Propionibacterium). In one NICU, we also detected fecal coliform bacteria (Enterobacteriales) in a high proportion of the surface samples. Comparison of these NICU-derived sequences to previously published high-throughput 16S rRNA amplicon studies of other indoor environments (offices, restrooms and healthcare facilities), as well as human- and soil-associated environments, found the majority of the NICU samples to be similar to typical building surface and air samples, with the notable exception of the IHEs which were dominated by Enterobacteriaceae. Our findings provide evidence that NICU IHEs harbor a high diversity of human-associated bacteria and demonstrate the potential utility of molecular methods for identifying and tracking bacterial diversity in NICUs.","2013-01-23","2016-08-03 17:07:34","2017-08-14 22:28:30","2016-08-03 17:07:34","","","1","8","","PLoS One","","","","","","","","","","","","","PubMed Central","","PMID: 23372757 PMCID: PMC3553055","","C:\Users\Sparhawk\Zotero\storage\5H5C86MD\Hewitt et al. - 2013 - Bacterial Diversity in Two Neonatal Intensive Care.pdf; ","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3553055/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNMMSKJW","journalArticle","2013","Langille, Morgan G. I.; Zaneveld, Jesse; Caporaso, J. Gregory; McDonald, Daniel; Knights, Dan; Reyes, Joshua A.; Clemente, Jose C.; Burkepile, Deron E.; Vega Thurber, Rebecca L.; Knight, Rob; Beiko, Robert G.; Huttenhower, Curtis","Predictive functional profiling of microbial communities using 16S rRNA marker gene sequences","Nature biotechnology","","1087-0156","10.1038/nbt.2676","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3819121/","Profiling phylogenetic marker genes, such as the 16S rRNA gene, is a key tool for studies of microbial communities but does not provide direct evidence of a community’s functional capabilities. Here we describe PICRUSt (Phylogenetic Investigation of Communities by Reconstruction of Unobserved States), a computational approach to predict the functional composition of a metagenome using marker gene data and a database of reference genomes. PICRUSt uses an extended ancestral-state reconstruction algorithm to predict which gene families are present and then combines gene families to estimate the composite metagenome. Using 16S information, PICRUSt recaptures key findings from the Human Microbiome Project and accurately predicts the abundance of gene families in host-associated and environmental communities, with quantifiable uncertainty. Our results demonstrate that phylogeny and function are sufficiently linked that this ‘predictive metagenomic’ approach should provide useful insights into the thousands of uncultivated microbial communities for which only marker gene surveys are currently available.","2013-09","2016-08-03 17:11:32","2016-08-03 17:11:32","2016-08-03 17:11:32","814-821","","9","31","","Nat Biotechnol","","","","","","","","","","","","","PubMed Central","","PMID: 23975157 PMCID: PMC3819121","","C:\Users\Sparhawk\Zotero\storage\U6GG7PK4\Langille et al. - 2013 - Predictive functional profiling of microbial commu.pdf; ","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3819121/","G-2010-12-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QUVWA34B","journalArticle","2013","Vázquez-Baeza, Yoshiki; Pirrung, Meg; Gonzalez, Antonio; Knight, Rob","EMPeror: a tool for visualizing high-throughput microbial community data","GigaScience","","2047-217X","10.1186/2047-217X-2-16","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4076506/","Background As microbial ecologists take advantage of high-throughput sequencing technologies to describe microbial communities across ever-increasing numbers of samples, new analysis tools are required to relate the distribution of microbes among larger numbers of communities, and to use increasingly rich and standards-compliant metadata to understand the biological factors driving these relationships. In particular, the Earth Microbiome Project drives these needs by profiling the genomic content of tens of thousands of samples across multiple environment types. Findings Features of EMPeror include: ability to visualize gradients and categorical data, visualize different principal coordinates axes, present the data in the form of parallel coordinates, show taxa as well as environmental samples, dynamically adjust the size and transparency of the spheres representing the communities on a per-category basis, dynamically scale the axes according to the fraction of variance each explains, show, hide or recolor points according to arbitrary metadata including that compliant with the MIxS family of standards developed by the Genomic Standards Consortium, display jackknifed-resampled data to assess statistical confidence in clustering, perform coordinate comparisons (useful for procrustes analysis plots), and greatly reduce loading times and overall memory footprint compared with existing approaches. Additionally, ease of sharing, given EMPeror’s small output file size, enables agile collaboration by allowing users to embed these visualizations via emails or web pages without the need for extra plugins. Conclusions Here we present EMPeror, an open source and web browser enabled tool with a versatile command line interface that allows researchers to perform rapid exploratory investigations of 3D visualizations of microbial community data, such as the widely used principal coordinates plots. EMPeror includes a rich set of controllers to modify features as a function of the metadata. By being specifically tailored to the requirements of microbial ecologists, EMPeror thus increases the speed with which insight can be gained from large microbiome datasets.","2013-11-26","2016-08-03 17:12:47","2016-08-03 17:12:47","2016-08-03 17:12:47","16","","","2","","Gigascience","EMPeror","","","","","","","","","","","","PubMed Central","","PMID: 24280061 PMCID: PMC4076506","","C:\Users\Sparhawk\Zotero\storage\5TGSKEAI\Vázquez-Baeza et al. - 2013 - EMPeror a tool for visualizing high-throughput mi.pdf; ","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4076506/","G-2010-12-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXS6TBUQ","journalArticle","2015","Sinha, Rashmi; Abnet, Christian C.; White, Owen; Knight, Rob; Huttenhower, Curtis","The microbiome quality control project: baseline study design and future directions","Genome Biology","","1474-7596","10.1186/s13059-015-0841-8","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4674991/","Microbiome research has grown exponentially over the past several years, but studies have been difficult to reproduce across investigations. Relevant variation in measurements between laboratories, from a variety of sources, has not been systematically assessed. This is coupled with a growing concern in the scientific community about the lack of reproducibility in biomedical research. The Microbiome Quality Control project (MBQC) was initiated to identify sources of variation in microbiome studies, to quantify their magnitudes, and to assess the design and utility of different positive and negative control strategies. Here we report on the first MBQC baseline study project and workshop.","2015","2016-08-03 17:31:36","2017-08-14 22:29:51","2016-08-03 17:31:36","","","","16","","Genome Biol","The microbiome quality control project","","","","","","","","","","","","PubMed Central","","PMID: 26653756 PMCID: PMC4674991","","C:\Users\Sparhawk\Zotero\storage\F3DJGH6D\Sinha et al. - 2015 - The microbiome quality control project baseline s.pdf; ","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4674991/","G-2014-3-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JHMQUWXT","journalArticle","2016","Fouquier, Jennifer; Rideout, Jai Ram; Bolyen, Evan; Chase, John; Shiffer, Arron; McDonald, Daniel; Knight, Rob; Caporaso, J Gregory; Kelley, Scott T.","ghost-tree: creating hybrid-gene phylogenetic trees for diversity analyses","Microbiome","","2049-2618","10.1186/s40168-016-0153-6","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4765138/","Background Fungi play critical roles in many ecosystems, cause serious diseases in plants and animals, and pose significant threats to human health and structural integrity problems in built environments. While most fungal diversity remains unknown, the development of PCR primers for the internal transcribed spacer (ITS) combined with next-generation sequencing has substantially improved our ability to profile fungal microbial diversity. Although the high sequence variability in the ITS region facilitates more accurate species identification, it also makes multiple sequence alignment and phylogenetic analysis unreliable across evolutionarily distant fungi because the sequences are hard to align accurately. To address this issue, we created ghost-tree, a bioinformatics tool that integrates sequence data from two genetic markers into a single phylogenetic tree that can be used for diversity analyses. Our approach starts with a “foundation” phylogeny based on one genetic marker whose sequences can be aligned across organisms spanning divergent taxonomic groups (e.g., fungal families). Then, “extension” phylogenies are built for more closely related organisms (e.g., fungal species or strains) using a second more rapidly evolving genetic marker. These smaller phylogenies are then grafted onto the foundation tree by mapping taxonomic names such that each corresponding foundation-tree tip would branch into its new “extension tree” child. Results We applied ghost-tree to graft fungal extension phylogenies derived from ITS sequences onto a foundation phylogeny derived from fungal 18S sequences. Our analysis of simulated and real fungal ITS data sets found that phylogenetic distances between fungal communities computed using ghost-tree phylogenies explained significantly more variance than non-phylogenetic distances. The phylogenetic metrics also improved our ability to distinguish small differences (effect sizes) between microbial communities, though results were similar to non-phylogenetic methods for larger effect sizes. Conclusions The Silva/UNITE-based ghost tree presented here can be easily integrated into existing fungal analysis pipelines to enhance the resolution of fungal community differences and improve understanding of these communities in built environments. The ghost-tree software package can also be used to develop phylogenetic trees for other marker gene sets that afford different taxonomic resolution, or for bridging genome trees with amplicon trees. Availability ghost-tree is pip-installable. All source code, documentation, and test code are available under the BSD license at https://github.com/JTFouquier/ghost-tree. Electronic supplementary material The online version of this article (doi:10.1186/s40168-016-0153-6) contains supplementary material, which is available to authorized users.","2016-02-24","2016-08-03 17:33:26","2017-08-14 22:28:51","2016-08-03 17:33:26","","","","4","","Microbiome","ghost-tree","","","","","","","","","","","","PubMed Central","","PMID: 26905735 PMCID: PMC4765138","","C:\Users\Sparhawk\Zotero\storage\W3CVQ43A\Fouquier et al. - 2016 - ghost-tree creating hybrid-gene phylogenetic tree.pdf; ","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4765138/","G-2014-13591","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S67C6VCG","journalArticle","2016","","The Metagenomics and Metadesign of the Subways and Urban Biomes (MetaSUB) International Consortium inaugural meeting report","Microbiome","","2049-2618","10.1186/s40168-016-0168-z","http://dx.doi.org/10.1186/s40168-016-0168-z","The Metagenomics and Metadesign of the Subways and Urban Biomes (MetaSUB) International Consortium is a novel, interdisciplinary initiative comprised of experts across many fields, including genomics, data analysis, engineering, public health, and architecture. The ultimate goal of the MetaSUB Consortium is to improve city utilization and planning through the detection, measurement, and design of metagenomics within urban environments. Although continual measures occur for temperature, air pressure, weather, and human activity, including longitudinal, cross-kingdom ecosystem dynamics can alter and improve the design of cities. The MetaSUB Consortium is aiding these efforts by developing and testing metagenomic methods and standards, including optimized methods for sample collection, DNA/RNA isolation, taxa characterization, and data visualization. The data produced by the consortium can aid city planners, public health officials, and architectural designers. In addition, the study will continue to lead to the discovery of new species, global maps of antimicrobial resistance (AMR) markers, and novel biosynthetic gene clusters (BGCs). Finally, we note that engineered metagenomic ecosystems can help enable more responsive, safer, and quantified cities.","2016","2016-08-24 13:52:15","2016-08-24 13:52:15","2016-08-24 13:52:15","24","","","4","","Microbiome","","","","","","","","","","","","","BioMed Central","","","","C:\Users\Sparhawk\Zotero\storage\T8Z5K582\2016 - The Metagenomics and Metadesign of the Subways and.pdf; C:\Users\Sparhawk\Zotero\storage\9W3DZC89\s40168-016-0168-z.html","","G-B2014-03; G-2015-13964","next-generation sequencing; Biosynthetic gene clusters; Antimicrobial resistance markers; built environment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EGJKM5JC","journalArticle","2016","","Erratum to: The Metagenomics and Metadesign of the Subways and Urban Biomes (MetaSUB) International Consortium Inaugural Meeting Report","Microbiome","","2049-2618","10.1186/s40168-016-0184-z","http://dx.doi.org/10.1186/s40168-016-0184-z","","2016","2016-08-24 13:52:57","2016-08-24 13:52:57","2016-08-24 13:52:57","45","","","4","","Microbiome","Erratum to","","","","","","","","","","","","BioMed Central","","","","C:\Users\Sparhawk\Zotero\storage\PA73X7S7\2016 - Erratum to The Metagenomics and Metadesign of the.pdf; C:\Users\Sparhawk\Zotero\storage\JXEGR6E9\s40168-016-0184-z.html","","G-2015-13964","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BTQCXRMK","journalArticle","2016","Hartmann, Erica M.; Hickey, Roxana; Hsu, Tiffany; Betancourt Román, Clarisse M.; Chen, Jing; Schwager, Randall; Kline, Jeff; Brown, G. Z.; Halden, Rolf U.; Huttenhower, Curtis; Green, Jessica L.","Antimicrobial Chemicals Are Associated with Elevated Antibiotic Resistance Genes in the Indoor Dust Microbiome","Environmental Science & Technology","","0013-936X","10.1021/acs.est.6b00262","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC5032049/",", Antibiotic resistance is increasingly widespread, largely due to human influence. Here, we explore the relationship between antibiotic resistance genes and the antimicrobial chemicals triclosan, triclocarban, and methyl-, ethyl-, propyl-, and butylparaben in the dust microbiome. Dust samples from a mixed-use athletic and educational facility were subjected to microbial and chemical analyses using a combination of 16S rRNA amplicon sequencing, shotgun metagenome sequencing, and liquid chromatography tandem mass spectrometry. The dust resistome was characterized by identifying antibiotic resistance genes annotated in the Comprehensive Antibiotic Resistance Database (CARD) from the metagenomes of each sample using the Short, Better Representative Extract Data set (ShortBRED). The three most highly abundant antibiotic resistance genes were tet(W), blaSRT-1, and erm(B). The complete dust resistome was then compared against the measured concentrations of antimicrobial chemicals, which for triclosan ranged from 0.5 to 1970 ng/g dust. We observed six significant positive associations between the concentration of an antimicrobial chemical and the relative abundance of an antibiotic resistance gene, including one between the ubiquitous antimicrobial triclosan and erm(X), a 23S rRNA methyltransferase implicated in resistance to several antibiotics. This study is the first to look for an association between antibiotic resistance genes and antimicrobial chemicals in dust.","2016-09-20","2016-10-24 18:16:34","2016-10-24 18:16:34","2016-10-24 18:16:34","9807-9815","","18","50","","Environ Sci Technol","","","","","","","","","","","","","PubMed Central","","PMID: 27599587 PMCID: PMC5032049","","C:\Users\Sparhawk\Zotero\storage\5SS5UPEE\Hartmann et al. - 2016 - Antimicrobial Chemicals Are Associated with Elevat.pdf; ","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC5032049/","G-2012-5-39 MBRP; G-2013-6-04; G-2015-14023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9NDHC48I","journalArticle","2016","Brown, G. Z.; Kline, Jeff; Mhuireach, Gwynne; Northcutt, Dale; Stenson, Jason","Making microbiology of the built environment relevant to design","Microbiome","","2049-2618","10.1186/s40168-016-0152-7","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4754988/","Architects are enthusiastic about “bioinformed design” as occupant well-being is a primary measure of architectural success. However, architects are also under mounting pressure to create more sustainable buildings. Scientists have a critical opportunity to make the emerging field of microbiology of the built environment more relevant and applicable to real-world design problems by addressing health and sustainability in tandem. Practice-based research, which complements evidence-based design, represents a promising approach to advancing knowledge of the indoor microbiome and translating it to architectural practice.","2016-02-16","2016-10-24 18:24:21","2016-10-24 18:24:21","2016-10-24 18:24:21","","","","4","","Microbiome","","","","","","","","","","","","","PubMed Central","","PMID: 26880354 PMCID: PMC4754988","","C:\Users\Sparhawk\Zotero\storage\HE2P84A3\Brown et al. - 2016 - Making microbiology of the built environment relev.pdf; ","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4754988/","G-2015-14023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65UV4QGA","journalArticle","2016","Dannemiller, K. C.; Gent, J. F.; Leaderer, B. P.; Peccia, J.","Influence of housing characteristics on bacterial and fungal communities in homes of asthmatic children","Indoor Air","","1600-0668","10.1111/ina.12205","","Variations in home characteristics, such as moisture and occupancy, affect indoor microbial ecology as well as human exposure to microorganisms. Our objective was to determine how indoor bacterial and fungal community structure and diversity are associated with the broader home environment and its occupants. Next-generation DNA sequencing was used to describe fungal and bacterial communities in house dust sampled from 198 homes of asthmatic children in southern New England. Housing characteristics included number of people/children, level of urbanization, single/multifamily home, reported mold, reported water leaks, air conditioning (AC) use, and presence of pets. Both fungal and bacterial community structures were non-random and demonstrated species segregation (C-score, P < 0.00001). Increased microbial richness was associated with the presence of pets, water leaks, longer AC use, suburban (vs. urban) homes, and dust composition measures (P < 0.05). The most significant differences in community composition were observed for AC use and occupancy (people, children, and pets) characteristics. Occupant density measures were associated with beneficial bacterial taxa, including Lactobacillus johnsonii as measured by qPCR. A more complete knowledge of indoor microbial communities is useful for linking housing characteristics to human health outcomes. Microbial assemblies in house dust result, in part, from the building's physical and occupant characteristics.","2016-04","2016-10-25 13:57:18","2017-08-14 22:29:02","","179-192","","2","26","","Indoor Air","","","","","","","","ENG","","","","","PubMed","","PMID: 25833176 PMCID: PMC4591094","","","http://www.ncbi.nlm.nih.gov/pubmed/25833176","G-B2013-19; G-2013-5-24 MBPF","Fungi; Next generation DNA sequencing; Beneficial microbes; Asthma; bacteria; indoor microbiome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3P978VVF","journalArticle","2016","Dannemiller, K. C.; Weschler, C. J.; Peccia, J.","Fungal and bacterial growth in floor dust at elevated relative humidity levels","Indoor Air","","1600-0668","10.1111/ina.12313","","Under sustained, elevated building moisture conditions, bacterial and fungal growth occurs. The goal of this study was to characterize microbial growth in floor dust at variable equilibrium relative humidity (ERH) levels. Floor dust from one home was embedded in coupons cut from a worn medium-pile nylon carpet and incubated at 50%, 80%, 85%, 90%, 95%, and 100% ERH levels. Quantitative PCR and DNA sequencing of ribosomal DNA for bacteria and fungi were used to quantify growth and community shifts. Over a 1-wk period, fungal growth occurred above 80% ERH. Growth rates at 85% and 100% ERH were 1.1 × 10(4) and 1.5 × 10(5) spore equivalents d(-1) mg dust(-1) , respectively. Bacterial growth occurred only at 100% ERH after 1 wk (9.0 × 10(4) genomes d(-1) mg dust(-1) ). Growth resulted in significant changes in fungal (P<.00001) and bacterial community structure (P<.00001) at varying ERH levels. Comparisons between fungal taxa incubated at different ERH levels revealed more than 100 fungal and bacterial species that were attributable to elevated ERH. Resuspension modeling indicated that more than 50% of airborne microbes could originate from the resuspension of fungi grown at ERH levels of 85% and above.","2016-06-08","2016-10-25 13:58:38","2017-08-14 22:28:44","","","","","","","Indoor Air","","","","","","","","ENG","","","","","PubMed","","PMID: 27272645","","","http://www.ncbi.nlm.nih.gov/pubmed/27272645","G-B2013-19; G-2013-5-24 MBPF","Fungi; moisture; DNA sequencing; Resuspension; bacteria; exposure; indoor microbiome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5SIDBISX","journalArticle","2016","Dannemiller, Karen C.; Gent, Janneane F.; Leaderer, Brian P.; Peccia, Jordan","Indoor microbial communities: Influence on asthma severity in atopic and nonatopic children","The Journal of Allergy and Clinical Immunology","","1097-6825","10.1016/j.jaci.2015.11.027","","BACKGROUND: Allergic and nonallergic asthma severity in children can be affected by microbial exposures. OBJECTIVE: We sought to examine associations between exposures to household microbes and childhood asthma severity stratified by atopic status. METHODS: Participants (n = 196) were selected from a cohort of asthmatic children in Connecticut and Massachusetts. Children were grouped according to asthma severity (mild with no or minimal symptoms and medication or moderate to severe persistent) and atopic status (determined by serum IgE levels). Microbial community structure and concentrations in house dust were determined by using next-generation DNA sequencing and quantitative PCR. Logistic regression was used to explore associations between asthma severity and exposure metrics, including richness, taxa identification and quantification, community composition, and concentration of total fungi and bacteria. RESULTS: Among all children, increased asthma severity was significantly associated with an increased concentration of summed allergenic fungal species, high total fungal concentrations, and high bacterial richness by using logistic regression in addition to microbial community composition by using the distance comparison t test. Asthma severity in atopic children was associated with fungal community composition (P = .001). By using logistic regression, asthma severity in nonatopic children was associated with total fungal concentration (odds ratio, 2.40; 95% CI, 1.06-5.44). The fungal genus Volutella was associated with increased asthma severity in atopic children (P = .0001, q = 0.04). The yeast genera Kondoa might be protective; Cryptococcus species might also affect asthma severity. CONCLUSION: Asthma severity among this cohort of children was associated with microbial exposure, and associations differed based on atopic status.","2016-07","2016-10-25 13:59:24","2016-10-25 13:59:24","","76-83.e1","","1","138","","J. Allergy Clin. Immunol.","Indoor microbial communities","","","","","","","ENG","","","","","PubMed","","PMID: 26851966","","","http://www.ncbi.nlm.nih.gov/pubmed/26851966","G-B2013-19; G-2013-5-24 MBPF","Fungi; indoor environment; DNA sequencing; Allergy; asthma severity; nonallergic asthma; atopy; bacteria; children; microbial communities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z7UUTKZN","bookSection","","Stamper, C. E.; Hoisington, A. J.; Gomez, O. M.; Halweg-Edwards, A. L.; Smith, D. G.; Bates, K. L.; Kinney, K. A.; Postolache, T. T.; Brenner, L. A.; Rook, G. A. W.; Lowry, C. A.","The Microbiome of the Built Environment and Human Behavior: Implications for Emotional Health and Well-Being in Postmodern Western Societies","","","","","http://www.sciencedirect.com/science/article/pii/S0074774216301209","It is increasingly evident that inflammation is an important determinant of cognitive function and emotional behaviors that are dysregulated in stress-related psychiatric disorders, such as anxiety and affective disorders. Inflammatory responses to physical or psychological stressors are dependent on immunoregulation, which is indicated by a balanced expansion of effector T-cell populations and regulatory T cells. This balance is in part driven by microbial signals. The hygiene or “old friends” hypothesis posits that exposure to immunoregulation-inducing microorganisms is reduced in modern urban societies, leading to an epidemic of inflammatory disease and increased vulnerability to stress-related psychiatric disorders. With the global trend toward urbanization, humans are progressively spending more time in built environments, thereby, experiencing limited exposures to these immunoregulatory “old friends.” Here, we evaluate the implications of the global trend toward urbanization, and how this transition may affect human microbial exposures and human behavior.","","2016-10-25 14:06:21","2016-10-25 14:06:21","2016-10-25 14:06:21","","","","","","","The Microbiome of the Built Environment and Human Behavior","","","","","Academic Press","","","","","","","ScienceDirect","","","","C:\Users\Sparhawk\Zotero\storage\8H7RXZ4D\Stamper et al. - The Microbiome of the Built Environment and Human .pdf; C:\Users\Sparhawk\Zotero\storage\2TZFSZ63\S0074774216301209.html","","G-2015-14165","Urbanization; Biodiversity hypothesis; Microbiome of the built environment; Hygiene hypothesis; Behavior; built environment","Neurobiology, BT  - International Review of","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
